country_code,year_survey,S006,unified_id,freewill,job_satisfaction,job_decision,fate,autonomy,job_pride,Sex,Age
USA,2011,306,8400620306,NA,NA,NA,NA,NA,NA,1,20
USA,2011,307,8400620307,8,NA,NA,NA,2,NA,1,63
USA,2011,308,8400620308,9,NA,NA,NA,2,NA,1,77
USA,2011,309,8400620309,7,NA,NA,NA,3,NA,2,53
USA,2011,310,8400620310,7,NA,NA,NA,3,NA,2,55
USA,2011,311,8400620311,8,NA,NA,NA,2,NA,1,42
USA,2011,312,8400620312,9,NA,NA,NA,1,NA,1,72
USA,2011,313,8400620313,8,NA,NA,NA,2,NA,1,19
USA,2011,314,8400620314,8,NA,NA,NA,2,NA,2,31
USA,2011,315,8400620315,9,NA,NA,NA,1,NA,1,47
USA,2011,316,8400620316,9,NA,NA,NA,1,NA,1,33
USA,2011,317,8400620317,8,NA,NA,NA,2,NA,2,46
USA,2011,318,8400620318,10,NA,NA,NA,4,NA,2,55
USA,2011,319,8400620319,10,NA,NA,NA,2,NA,1,27
USA,2011,320,8400620320,7,NA,NA,NA,2,NA,2,68
USA,2011,321,8400620321,6,NA,NA,NA,1,NA,1,69
USA,2011,322,8400620322,10,NA,NA,NA,4,NA,2,69
USA,2011,323,8400620323,8,NA,NA,NA,2,NA,1,62
USA,2011,324,8400620324,6,NA,NA,NA,3,NA,1,67
USA,2011,325,8400620325,10,NA,NA,NA,1,NA,2,22
USA,2011,326,8400620326,8,NA,NA,NA,3,NA,2,74
USA,2011,327,8400620327,8,NA,NA,NA,1,NA,2,64
USA,2011,328,8400620328,9,NA,NA,NA,1,NA,1,45
USA,2011,329,8400620329,9,NA,NA,NA,1,NA,1,79
USA,2011,330,8400620330,8,NA,NA,NA,3,NA,2,47
USA,2011,331,8400620331,7,NA,NA,NA,2,NA,1,74
USA,2011,332,8400620332,9,NA,NA,NA,1,NA,2,40
USA,2011,333,8400620333,8,NA,NA,NA,2,NA,2,64
USA,2011,334,8400620334,9,NA,NA,NA,2,NA,1,61
USA,2011,335,8400620335,4,NA,NA,NA,4,NA,1,63
USA,2011,336,8400620336,7,NA,NA,NA,3,NA,1,37
USA,2011,337,8400620337,9,NA,NA,NA,3,NA,1,79
USA,2011,338,8400620338,6,NA,NA,NA,3,NA,1,65
USA,2011,339,8400620339,7,NA,NA,NA,3,NA,2,77
USA,2011,340,8400620340,5,NA,NA,NA,1,NA,2,38
USA,2011,341,8400620341,8,NA,NA,NA,2,NA,2,59
USA,2011,342,8400620342,8,NA,NA,NA,3,NA,1,53
USA,2011,343,8400620343,9,NA,NA,NA,2,NA,2,85
USA,2011,344,8400620344,10,NA,NA,NA,3,NA,1,38
USA,2011,345,8400620345,8,NA,NA,NA,4,NA,1,57
USA,2011,346,8400620346,8,NA,NA,NA,3,NA,1,54
USA,2011,347,8400620347,8,NA,NA,NA,3,NA,2,51
USA,2011,348,8400620348,8,NA,NA,NA,2,NA,1,43
USA,2011,349,8400620349,7,NA,NA,NA,2,NA,1,28
USA,2011,350,8400620350,9,NA,NA,NA,2,NA,1,30
USA,2011,351,8400620351,8,NA,NA,NA,1,NA,1,79
USA,2011,352,8400620352,7,NA,NA,NA,3,NA,2,55
USA,2011,353,8400620353,6,NA,NA,NA,2,NA,2,27
USA,2011,354,8400620354,5,NA,NA,NA,2,NA,1,65
USA,2011,355,8400620355,7,NA,NA,NA,1,NA,1,47
USA,2011,356,8400620356,9,NA,NA,NA,1,NA,2,64
USA,2011,357,8400620357,10,NA,NA,NA,4,NA,1,57
USA,2011,358,8400620358,NA,NA,NA,NA,NA,NA,1,22
USA,2011,359,8400620359,9,NA,NA,NA,1,NA,1,67
USA,2011,360,8400620360,6,NA,NA,NA,3,NA,2,89
USA,2011,361,8400620361,10,NA,NA,NA,2,NA,1,48
USA,2011,362,8400620362,7,NA,NA,NA,1,NA,1,58
USA,2011,363,8400620363,10,NA,NA,NA,3,NA,2,38
USA,2011,364,8400620364,9,NA,NA,NA,2,NA,1,61
USA,2011,365,8400620365,7,NA,NA,NA,2,NA,2,49
USA,2011,366,8400620366,10,NA,NA,NA,2,NA,1,61
USA,2011,367,8400620367,9,NA,NA,NA,3,NA,2,61
USA,2011,368,8400620368,9,NA,NA,NA,2,NA,1,87
USA,2011,369,8400620369,9,NA,NA,NA,3,NA,2,37
USA,2011,370,8400620370,10,NA,NA,NA,2,NA,1,87
USA,2011,371,8400620371,8,NA,NA,NA,3,NA,2,54
USA,2011,372,8400620372,7,NA,NA,NA,2,NA,2,51
USA,2011,373,8400620373,5,NA,NA,NA,2,NA,1,55
USA,2011,374,8400620374,9,NA,NA,NA,4,NA,1,66
USA,2011,375,8400620375,6,NA,NA,NA,3,NA,1,72
USA,2011,376,8400620376,10,NA,NA,NA,2,NA,2,61
USA,2011,377,8400620377,2,NA,NA,NA,3,NA,2,52
USA,2011,378,8400620378,10,NA,NA,NA,1,NA,1,41
USA,2011,379,8400620379,8,NA,NA,NA,3,NA,2,74
USA,2011,380,8400620380,7,NA,NA,NA,2,NA,1,44
USA,2011,381,8400620381,10,NA,NA,NA,2,NA,2,40
USA,2011,382,8400620382,8,NA,NA,NA,3,NA,2,74
USA,2011,383,8400620383,9,NA,NA,NA,1,NA,2,62
USA,2011,384,8400620384,6,NA,NA,NA,NA,NA,2,29
USA,2011,385,8400620385,7,NA,NA,NA,2,NA,2,26
USA,2011,386,8400620386,8,NA,NA,NA,NA,NA,1,45
USA,2011,387,8400620387,9,NA,NA,NA,2,NA,2,61
USA,2011,388,8400620388,10,NA,NA,NA,1,NA,1,50
USA,2011,389,8400620389,8,NA,NA,NA,4,NA,2,53
USA,2011,390,8400620390,6,NA,NA,NA,2,NA,1,56
USA,2011,391,8400620391,9,NA,NA,NA,1,NA,2,50
USA,2011,392,8400620392,8,NA,NA,NA,2,NA,2,58
USA,2011,393,8400620393,5,NA,NA,NA,3,NA,2,42
USA,2011,394,8400620394,10,NA,NA,NA,2,NA,2,42
USA,2011,395,8400620395,6,NA,NA,NA,3,NA,1,81
USA,2011,396,8400620396,7,NA,NA,NA,1,NA,2,61
USA,2011,397,8400620397,6,NA,NA,NA,2,NA,2,70
USA,2011,398,8400620398,10,NA,NA,NA,3,NA,2,49
USA,2011,399,8400620399,8,NA,NA,NA,2,NA,2,61
USA,2011,400,8400620400,10,NA,NA,NA,1,NA,2,64
USA,2011,401,8400620401,8,NA,NA,NA,2,NA,1,73
USA,2011,402,8400620402,5,NA,NA,NA,3,NA,2,64
USA,2011,403,8400620403,9,NA,NA,NA,3,NA,2,60
USA,2011,404,8400620404,10,NA,NA,NA,1,NA,1,63
USA,2011,405,8400620405,10,NA,NA,NA,4,NA,1,47
USA,2011,406,8400620406,10,NA,NA,NA,1,NA,2,71
USA,2011,407,8400620407,9,NA,NA,NA,3,NA,1,56
USA,2011,408,8400620408,8,NA,NA,NA,2,NA,2,73
USA,2011,409,8400620409,10,NA,NA,NA,1,NA,1,53
USA,2011,410,8400620410,8,NA,NA,NA,2,NA,1,60
USA,2011,411,8400620411,4,NA,NA,NA,2,NA,2,53
USA,2011,412,8400620412,7,NA,NA,NA,2,NA,1,64
USA,2011,413,8400620413,7,NA,NA,NA,2,NA,1,59
USA,2011,414,8400620414,9,NA,NA,NA,1,NA,1,75
USA,2011,415,8400620415,10,NA,NA,NA,3,NA,1,52
USA,2011,416,8400620416,8,NA,NA,NA,3,NA,1,24
USA,2011,417,8400620417,10,NA,NA,NA,1,NA,1,51
USA,2011,418,8400620418,7,NA,NA,NA,2,NA,2,56
USA,2011,419,8400620419,8,NA,NA,NA,2,NA,2,46
USA,2011,420,8400620420,10,NA,NA,NA,2,NA,2,49
